book_id	isbn	authors	publication_year	title	language_code	average_rating
2536	345413970	Arthur C. Clarke	1982	2010: Odyssey Two	eng	3.89
2537	759530017	Atsushi Ohkubo	2004	ソウルイーター 1	en-US	4.3
2538	1451645821	William Kent Krueger	2013	Ordinary Grace	eng	4.14
2539	446611778	David Baldacci	2001	Last Man Standing	eng	4.03
2540	1596431520	Gene Luen Yang	2006	American Born Chinese	eng	3.88
2541	307001040	Eugene Bradley Coco, Ron Dias, Walt Disney Company	1960	Peter Pan (Little Golden Book)	eng	4.32
2542	991686004	K.A. Tucker	2012	Ten Tiny Breaths	eng	4.16
2543	1400065453	David Mitchell	2010	The Thousand Autumns of Jacob de Zoet	eng	4.03
2544	486282082	Christopher Marlowe	1604	The Tragical History of the Life and Death of Doctor Faustus	eng	3.79
2545	312984839	Sherrilyn Kenyon	2003	Dance with the Devil	eng	4.39
2546	786887079	Candace Bushnell	2005	Lipstick Jungle	eng	3.39
2547	446611212	James Patterson	2001	Violets Are Blue	eng	3.94
2548	671791540	Anthony Robbins, Tony Robbins, Frederick L. Covan	1992	Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!	eng	4.1
2549	515134457	Laurell K. Hamilton	1998	Blue Moon (Anita Blake, Vampire Hunter, #8)	en-US	4.04
2550	515134473	Laurell K. Hamilton	1998	Burnt Offerings (Anita Blake, Vampire Hunter, #7)	en-US	4.07
2551	1250010713	Diane Chamberlain	2014	The Silent Sister	eng	3.93
2552	385333781	Kurt Vonnegut Jr.	1952	Player Piano	eng	3.85
2553	812967259	Arthur Conan Doyle	1912	The Lost World 		3.92
2554		Terry Pratchett	2003	Monstrous Regiment	eng	4.18
2555	807083690	Octavia E. Butler	1979	Kindred	eng	4.18
2556	60885424	Laura Ingalls Wilder, Garth Williams	1940	The Long Winter (Little House, #6)		4.16
2557	310247454	Henry Cloud, John Townsend	1992	Boundaries	en-US	4.19
2558	545424968	Maggie Stiefvater	2014	Blue Lily, Lily Blue	eng	4.32
2559	99399016	Philip Roth, Luca Marinelli	1969	Portnoy's Complaint		3.69
2560	785274316	John C. Maxwell, Zig Ziglar	1998	The 21 Irrefutable Laws of Leadership	eng	4.12
2561	385491026	Margaret Atwood	1988	Cat's Eye	eng	3.92
2562		J. Sterling	2012	The Perfect Game	eng	3.97
2563	1406310271	Patrick Ness	2010	Monsters of Men	eng	4.25
2564	1841492051	Orson Scott Card	2005	Shadow of the Giant	eng	3.98
2565	545027896	Brian Selznick	2011	Wonderstruck	eng	4.16
2566	446519138	Sarah Ban Breathnach	1995	Simple Abundance:  A Daybook of Comfort and Joy	en-US	3.96
2567	1442429984	Moira Young	2011	Blood Red Road 	eng	3.94
2568	316014796	James Patterson, Maxine Paetro	2007	The 6th Target	en-US	4.02
2569	143104888	Edgar Rice Burroughs, John Seelye	1912	A Princess of Mars	en-GB	3.8
2570	385528787	Margaret Atwood	2013	MaddAddam	eng	3.98
2571	60264802	Laura Ingalls Wilder, Garth Williams	1943	These Happy Golden Years	eng	4.17
2572	812971426	Victoria Finlay	2003	Color: A Natural History of the Palette	en-US	3.74
2573	99481685	John Grisham	2001	Skipping Christmas	eng	3.47
2574	446613444	Michael Connelly	1993		eng	4.05
2575	312577206	Kristin Hannah	2012	Home Front	eng	4.12
2576	1476731535	Christina Lauren	2013	Beautiful Stranger	eng	4.24
2577	385730306	Libba Bray	2007	The Sweet Far Thing	eng	3.97
2578	375702709	Ernest J. Gaines	1993	A Lesson Before Dying	en-US	3.93
2579	349119759	David Sedaris	1998	SantaLand Diaries	en-US	4.33
2580	1455520616	Nicholas Sparks	2015	See Me	eng	3.93
2581	385342047	Sophie Kinsella	2010	Mini Shopaholic	eng	3.7
2582	60268654	Gene Zion, Margaret Bloy Graham	1956		en-US	4.17
2583	145161778X	Jennifer Weiner	2014		eng	3.61
2584	015626224X	George Orwell	1933	Down and Out in Paris and London	en-US	4.1
2585	1427814031	Hiro Fujiwara	2006	会長はメイド様! 1	eng	4.4
2586	1551924013	Nick Bantock	1991	Griffin & Sabine: An Extraordinary Correspondence	eng	4.01
2587	080509461X	Leigh Bardugo	2014	Ruin and Rising	eng	4.17
2588	9773513912	أحمد خالد توفيق	2008	يوتوبيا	ara	3.9
2589	743294254	Jennifer Weiner	2000	Certain Girls	eng	3.7
2590	030794932X	Cheryl Strayed	2012	Tiny Beautiful Things: Advice on Love and Life from Dear Sugar		4.29
2591	440244161	Karen Marie Moning	1999	Beyond the Highland Mist	eng	3.99
2592	451203267	Ann Rule	1980	The Stranger Beside Me	en-GB	4.13
2593	61284408	Claudia Gray	2009	Stargazer	eng	3.8
2594	606298231	Michael Crichton	1992	Rising Sun	eng	3.61
2595	440060672	Sidney Sheldon	1973	The Other Side of Midnight	eng	3.89
2596	316069485	Michael Connelly	2010	The Reversal	eng	4.13
2597	380731509	Louis Sachar, Joel Schick	1989	Wayside School is Falling Down	eng	4.17
2598	307713547	Julie Orringer, Arthur Morey	2010	The Invisible Bridge	eng	4.19
2599	61974618	Pittacus Lore	2013	The Fall of Five	eng	4.24
2600	141439785	Thomas Hardy, Keith Wilson	1886	The Mayor of Casterbridge	eng	3.8
2601		John Steinbeck	1933	The Red Pony		3.42
2602	99478536	Jo Nesbø	2003	Marekors 	eng	4.03
2603	425169693	Alice Hoffman	1997	Here on Earth 	eng	3.68
2604	679436545	Anne Rice, Tim Curry	1994	Taltos		3.78
2605		Laurell K. Hamilton	2000	Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)	eng	4.08
2606	345503821	Peter V. Brett	2013	The Daylight War	eng	4.23
2607	385515049	John Grisham	2008	The Appeal	en-US	3.58
2608	689878583	Tamora Pierce	1986	The Woman Who Rides Like a Man	en-US	4.2
2609	034552425X	Ben Aaronovitch	2011	Rivers of London	eng	3.92
2610	60090375	Marian Keyes	1996	Lucy Sullivan is Getting Married	en-US	3.74
2611	055255264X	Terry Pratchett	2004	A Hat Full of Sky	eng	4.29
2612	60786523	Vikram Seth	1993	A Suitable Boy	en-US	4.1
2613		Chimamanda Ngozi Adichie	2014	We Should All Be Feminists	eng	4.47
2614	1841497975	Patricia Briggs	2011	River Marked	en-GB	4.26
2615	446578843	Amy Sedaris	2006	I Like You: Hospitality Under the Influence	eng	3.87
2616	425198685	William Gibson	2003	Pattern Recognition	eng	3.86
2617	62267523	Peter  Swanson	2015	The Kind Worth Killing	eng	4.03
2618	761104844	Patricia Schultz	2003	1,000 Places to See Before You Die		3.83
2619	60577371	Angie Sage, Mark Zug	2007	Physik	en-US	3.99
2620	141311401	Roald Dahl, Quentin Blake	1984	Boy: Tales of Childhood	eng	4.09
2621	385496095	Anne Lamott	1999	Traveling Mercies: Some Thoughts on Faith	en-CA	4.15
2622	1416548009	Vince Flynn	2004	Memorial Day	eng	4.3
2623	1416903437	Tamora Pierce	1992	Wild Magic (Immortals, #1)	en-US	4.32
2624		Isaac Asimov	1988	Prelude to Foundation	eng	4.05
2625	1859855423	Max Lucado	1997	You Are Special: A Story for Everyone	eng	4.45
2626	399171614	Renee Ahdieh	2015	The Wrath & the Dawn	eng	4.19
2627	307267148	Nicholas D. Kristof, Sheryl WuDunn	2008	Half the Sky: Turning Oppression into Opportunity for Women Worldwide	eng	4.31
2628	316127256	Daniel Handler, Maira Kalman	2011	Why We Broke Up	eng	3.49
2629	1408852594	Sarah J. Maas	2014	The Assassin's Blade	eng	4.48
2630	1400064759	Curtis Sittenfeld	2008	American Wife	eng	3.72
2631	441014348	Jim Butcher	2006	Cursor's Fury	eng	4.36
2632	449912558	Mary Doria Russell	1996	The Sparrow	eng	4.17
2633	743422449	Jodi Picoult	1996	Mercy	en-GB	3.57
2634	1477823832	Charlie N. Holmberg	2014	The Paper Magician	eng	3.63
2635	61728977	Steve Harvey	2009	Act Like a Lady, Think Like a Man		3.82
2636	385526261	Candice Millard	2011		en-US	4.19
2637	143039970	Shirley Jackson, Jonathan Lethem	1962	We Have Always Lived in the Castle	eng	4.05
2638	1591451876	Emerson Eggerichs	2004			4.17
2639	316166294	Michael Connelly	2008	The Brass Verdict	eng	4.08
2640	553560719	Timothy Zahn	1992	Star Wars: Dark Force Rising	en-US	4.14
2641	385344341	Lee Child	2013	Never Go Back 	eng	4.02
2642	60575808	Gail Carson Levine	2001	The Two Princesses of Bamarre	eng	4.02
2643	60929782	Richard Wright, Jerry W. Ward Jr.	1945	Black Boy: A Record of Youth and Childhood	en-US	4.02
2644	446678457	Lalita Tademy	2001	Cane River	en-US	4.04
2645	765305240	Terry Goodkind	2006	Phantom (Sword of Truth, #10)		3.99
2646	553587579	Isaac Asimov	1986	Foundation and Earth	eng	4.02
2647	553384155	James D. Bradley, Ron Powers	2000	Flags of Our Fathers		4.18
2648	525444475	A.A. Milne, Ernest H. Shepard	1926	Winnie-the-Pooh & The House at Pooh Corner	eng	4.43
2649	807059099	Mahatma Gandhi	1940	An Autobiography or The Story of My Experiments with Truth	eng	4.07
2650	425179613	Lance Armstrong, Sally Jenkins	1999	It's Not About the Bike: My Journey Back to Life	en-US	3.72
2651	074347788X	Stephen E. Ambrose	1996	Undaunted Courage	eng	4.22
2652	224097008	Helen Macdonald	2015	H is for Hawk	eng	3.74
2653	034089699X	David Nicholls	2014	Us	eng	3.66
2654	1560760478	R.A. Salvatore	1990	Sojourn (Dark Elf #3)	eng	4.23
2655	785135804	Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata	2009		en-US	4.37
2656	1421527553	Karuho Shiina, Tomo Kimura	2006	君に届け 1	eng	4.23
2657	553580221	Dean Koontz	1999	False Memory	en-US	3.87
2658	552152943	Terry Pratchett	1990	Moving Pictures	eng	3.91
2659		C.J. Roberts	2011	Captive in the Dark	eng	4.01
2660	1585425648	James Allen	1902		eng	4.29
2661	393064646	Mary Roach	2008	Bonk: The Curious Coupling of Science and Sex	en-US	3.83
2662	451222385	Rachel Caine	2007	Midnight Alley	eng	4.11
2663	553418777	Nina George, Simon Pare	2013	Das Lavendelzimmer 	eng	3.51
2664	224097377	Ian McEwan	2012	Sweet Tooth	eng	3.4
2665		Abbi Glines	2013	Twisted Perfection (Perfection, #1)	eng	4.26
2666	6479758	Tom Clancy	1996	Executive Orders	eng	4.04
2667	310321913	Ann Voskamp	2011	One Thousand Gifts	eng	4.03
2668	747545251	Robert Bloch	1959	Psycho	eng	4.09
2669	000649885X	Robin Hobb	1998	Ship of Magic	eng	4.12
2670	1560254556	Alistair MacLean, Clint Willis	1967	Where Eagles Dare 		4.12
2671	99498596	Maeve Binchy	1990	Circle of Friends	eng	4
2672	1502784270	Rupi Kaur	2014	milk and honey	eng	4.27
2673	425170349	Tom Clancy	1998	Rainbow Six	en-US	4.07
2674	60515228	Neil Gaiman	2006	Fragile Things: Short Fictions and Wonders	eng	4.02
2675	749942010	Rosamund Lupton	2010	Sister	eng	3.77
2676	765377063	Liu Cixin, Ken Liu	2007	三体	eng	4
2677	61031321	Terry Pratchett	2001	Thief of Time	eng	4.25
2678	1401201911	Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson	2003	Superman: Red Son	eng	4.17
2679	385721420	Julia Glass	2002	Three Junes	eng	3.56
2680	743255062	Benjamin Franklin, Lewis Leary	1791		eng	3.83
2681	525950494	Timothy J. Keller	2007	The Reason for God: Belief in an Age of Skepticism	eng	4.2
2682	1937007472	Mark  Lawrence	2012	King of Thorns	en-US	4.2
2683	1250000971	Jeffrey Archer	2012	The Sins of the Father	eng	4.01
2684	60725117	Meg Cabot	2000	Shadowland	eng	4.04
2685	61566128	Sara Shepard	2009	Killer 	eng	4.07
2686	1591396190	W. Chan Kim, Renée Mauborgne	2004	Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant		3.86
2687	316036196	James Patterson	2010	Fang	eng	4.07
2688	553807226	Sarah Addison Allen	2011	The Peach Keeper 	en-US	3.84
2689	152026320	Audrey Wood, Don    Wood	1984	The Napping House		4.27
2690		Matthew FitzSimmons	2015		eng	4.15
2691	60590297	Christopher Moore	2007	You Suck 	eng	3.82
2692		Jamie McGuire	2014	Beautiful Oblivion	eng	4.13
2693	812515285	Vernor Vinge	1992	A Fire Upon The Deep	eng	4.13
2694	1577311957	Eckhart Tolle	1999	Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now		4.25
2695	038532328X	Caroline B. Cooney	1990	The Face on the Milk Carton	en-US	3.72
2696	067984483X	Robert Lopshire	1960	Put Me in the Zoo	eng	4.13
2697	61935085	Sophie Jordan	2010	Firelight (Firelight, #1)	en-US	3.88
2698	156453800	Italo Calvino, William Weaver	1972	Le città invisibili	eng	4.19
2699		Jessica Park	2011	Flat-Out Love 	eng	4.01
2700	1741666708	Richard Flanagan	2013	The Narrow Road to the Deep North	eng	4
2701	452281423	A.N. Roquelaure, Anne Rice	1983	The Claiming of Sleeping Beauty	en-US	3.28
2702	143116231	Jennifer Worth	2002	 Call the midwife : a true story of the East End in the 1950s	en-US	4.17
2703	222109073X	Hunter S. Thompson	1966	Hell's Angels	fre	4
2704	1451617720	Jennifer Weiner	2010	Then Came You	en-US	3.69
2705	61020001	L.J. Smith	1991	The Awakening	eng	3.41
2706	380776839	Susan Elizabeth Phillips	1994	It Had to Be You	eng	4.04
2707	393343448	Michael   Lewis	2011	Boomerang: Travels in the New Third World	eng	3.87
2708	743294270	Jennifer Weiner	2010	Fly Away Home	eng	3.66
2709	140447644	Stendhal, Roger Gard	1830	Le Rouge et le Noir	eng	3.87
2710	743269268	Philippa Gregory	2004	The Virgin's Lover	en-US	3.69
2711	340893605	Catherine Fisher	2007	Incarceron	eng	3.64
2712	312624689	C.C. Hunter	2011	Awake at Dawn	en-US	4.29
2713	451213041	Bev Vincent	2004	The Road to the Dark Tower: Exploring Stephen King's Magnum Opus		4.29
2714	62011995	Josephine Angelini	2011	Starcrossed	en-US	4.08
2715	312590989	Alyson Noel	2010	Night Star	eng	3.82
2716	553282980	N.H. Kleinbaum	1988	Dead Poets Society 	eng	4.21
2717		Emily Bleeker	2015		en-GB	3.66
2718	552154229	Terry Pratchett	1999	The Fifth Elephant	eng	4.24
2719	1741661285	John Flanagan	2006	The Sorcerer in the North	eng	4.25
2720	876120834	Paramahansa Yogananda	1946	Autobiography of a Yogi	en-US	4.22
2721	345522494	Kevin Hearne	2011	Hexed (Iron Druid Chronicles, #2)	eng	4.22
2722	590431978	Alvin Schwartz, Stephen Gammell	1981	Scary Stories to Tell in the Dark	eng	4.05
2723	525955097	Harlan Coben	2016	Fool Me Once	eng	3.9
2724	679721037	John Hersey	1946	Hiroshima	eng	3.94
2725	316041440	Jennifer Brown	2009	Hate List	eng	4.03
2726	62235656	Kasie West	2013		eng	3.95
2727	517223120	Karen Armstrong	1975	A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam	eng	3.85
2728	316129070	James S.A. Corey	2013	Abaddon's Gate	eng	4.18
2729	143039962	Pablo Neruda, W.S. Merwin, Cristina García	1924	Veinte poemas de amor y una canción desesperada	eng	4.33
2730	425116840	Tom Clancy	1988	The Cardinal of the Kremlin	en-US	4.01
2731	590930028	David Shannon	1998	No, David!	en-US	4.11
2732	140449108	Thomas More, Paul Turner	1516	Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia	eng	3.5
2733	316113662	Pseudonymous Bosch, Gilbert Ford	2007	The Name of This Book Is Secret	en-US	4.04
2734	62280678	Danielle  Paige	2014	Dorothy Must Die	eng	3.84
2735	553804790	Dean Koontz	2006	The Husband	eng	3.8
2736	385501129	Aimee Bender	2010	The Particular Sadness of Lemon Cake	eng	3.19
2737	446610224	James Patterson	2003	The Big Bad Wolf  	en-US	3.97
2738	385722206	Dai Sijie, Ina Rilke	2000	Balzac et la Petite Tailleuse chinoise	en-US	3.63
2739	62282719	Roxane Gay	2014	Bad Feminist 	eng	3.91
2740	671729470	V.C. Andrews	1980	Petals on the Wind	en-US	3.82
2741	375814256	Roald Dahl, Quentin Blake	1975	Danny: The Champion of the World		4.07
2742	1594202842	Amy Chua	2011		eng	3.61
2743		Noelle Stevenson	2015	Nimona	eng	4.2
2744	1400052580	Giada De Laurentiis	2005	Everyday Italian: 125 Simple and Delicious Recipes		3.97
2745	425204693	Patricia Cornwell	1995	From Potter's Field	eng	4.02
2746	446619035	James Patterson	2005	Mary, Mary	eng	3.93
2747		Jeanette Winterson	1985	Oranges Are Not the Only Fruit	eng	3.75
2748		R.K. Lilley	2013	Grounded (Up In The Air #3)	en-GB	4.29
2749	8188575704	Ravinder Singh	2007	I Too Had A Love Story	eng	3.64
2750	64401480	Betty MacDonald, Alexandra Boiger	1947	Mrs. Piggle-Wiggle	eng	4.16
2751	312941919	Michael Connelly	1997	Trunk Music	eng	4.15
2752	62265423	Dan   Harris	2014	10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works	eng	3.93
2753	1400054346	Ina Garten, Quentin Bacon	2006	Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again		4.16
2754	446690449	Michael Connelly	1998	Blood Work	eng	4.11
2755	1857989341	Isaac Asimov	1972	The Gods Themselves	eng	4.08
2756	545060478	Peter Lerangis	2010		eng	3.97
2757	60838744	Sena Jeter Naslund	1999		en-US	4.02
2758	345470575	CLAMP, Anthony Gerard	2004	ツバサ-RESERVoir CHRoNiCLE- 1	eng	4.12
2759	316905712	Darren Shan	2000	Cirque Du Freak (Cirque du Freak, #1) 		4.07
2760	1563898586	Alan Moore, Kevin O'Neill	2000	The League of Extraordinary Gentlemen, Vol. I	eng	3.93
2761	763622591	M.T. Anderson	2002	Feed	eng	3.54
2762	425226921	Nalini Singh	2009		eng	4.12
2763	486275485	Euripides, Rex Warner	-431	Mήδεια	en-GB	3.83
2764	1423118235	Cinda Williams Chima	2009	The Demon King	en-US	4.2
2765	842314296	Hannah Hurnard	1955	Hinds' Feet on High Places		4.3
2766	037542380X	Charles Burns	1995	Black Hole	eng	3.83
2767	1607069318	Brian K. Vaughan, Fiona Staples	2014	Saga, Volume Three	eng	4.56
2768	804178747	Lee Child	2014	Personal	eng	3.9
2769	1250028647	Therese Anne Fowler	2013	Z: A Novel of Zelda Fitzgerald	eng	3.82
2770	081297736X	Kurt Vonnegut Jr.	2005	A Man Without a Country	eng	4.07
2771		Catherine Ryan Hyde	2009	When I Found You	en	3.92
2772	1101883073	Martha Hall Kelly	2016	Lilac Girls	eng	4.31
2773	316017701	James Patterson, Maxine Paetro	2008	7th Heaven	eng	4.06
2774	593073894	Lee Child	2015	Make Me	en-US	3.95
2775	770436420	Anthony Marra	2013	A Constellation of Vital Phenomena	eng	4.13
2776		Abbi Glines	2012	While It Lasts	eng	4.24
2777	307594033	Will Schwalbe	2012	The End of Your Life Bookclub	eng	3.81
2778	1416913184	Lauren Barnholdt	2007	Two-Way Street		3.8
2779		Raine Miller	2012	All in	eng	4.11
2780	174166134X	John Flanagan	2006	The Siege of Macindaw	eng	4.33
2781	60652381	C.S. Lewis	1961	A Grief Observed	en-US	4.26
2782	1563894459	Warren Ellis, Darick Robertston, Garth Ennis	1998	Transmetropolitan, Vol. 1: Back on the Street	eng	4.23
2783	1416903372	Tamora Pierce	1994	Emperor Mage (Immortals, #3)	en-US	4.3
2784	307590615	George W. Bush	2010	Decision Points	eng	3.77
2785		James Patterson, Gabrielle Charbonnet	2009	Witch & Wizard	eng	3.57
2786	64400581	Jean Craighead George, John Schoenherr	1972	Julie of the Wolves	eng	3.79
2787	033039780X	Judy Blume	1975	Forever . . .	eng	3.63
2788	1476728747	David McCullough	2015	The Wright Brothers	eng	4.16
2789	752858556	Robert Ludlum	1979	The Matarese Circle		4.03
2790	1400063256	Jon Meacham	2008	American Lion: Andrew Jackson in the White House	en-US	3.76
2791	446573051	David Baldacci	2012	The Forgotten	eng	4.07
2792	765378558	Brandon Sanderson	2015	Shadows of Self	eng	4.3
2793	345807952	Helen Fielding	2013	Mad About the Boy	eng	3.32
2794	6280897	C.S. Lewis	1960	The Four Loves	en-US	4.16
2795		Mia Sheridan	2014	Archer's Voice	eng	4.45
2796	042524413X	Alyson Richman	2011	The Lost Wife	eng	4.2
2797	847826465	Umberto Eco, Girolamo De Michele, Alastair McEwen	2004	Storia della bellezza	eng	3.77
2798	067972477X	Robert Graves	1934	I, Claudius	eng	4.27
2799	547959109	Joelle Charbonneau	2013	The Testing	eng	4.05
2800	345542886	Janet Evanovich	2013	Takedown Twenty	en-US	3.75
2801	1469984016	Kirsty Moseley	2011	The Boy Who Sneaks in My Bedroom Window	en-GB	3.95
2802	037581468X	Tamora Pierce	2006	Terrier	eng	4.16
2803	312662750	Darynda Jones	2011	First Grave on the Right	en-US	4.07
2804	1451651694	Amanda Lindhout, Sara Corbett	2013	A House in the Sky	eng	4.2
2805	1596437138	Vera Brosgol	2011	Anya's Ghost	eng	3.88
2806	067978148X	Bret Easton Ellis	1987	The Rules of Attraction	eng	3.71
2807	60572973	Kim Harrison	2005	The Good, the Bad, and the Undead	en-US	4.26
2808	786942460	R.A. Salvatore	1988	The Crystal Shard	eng	4.13
2809	140274219	Jean Rhys	1966	Wide Sargasso Sea	eng	3.56
2810	316296198	John Fowles	1965	The Magus	en-US	4.04
2811	552148032	David Eddings	1988	King of the Murgos	en-GB	4.1
2812	60288132	Louise Rennison	2000	It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)		3.96
2813	1476785597	Caroline Kepnes	2014	You	eng	3.83
2814	316134074	Laini Taylor	2014	Dreams of Gods & Monsters	eng	4.23
2815	385525001	John Grisham	2007	Playing For Pizza	en-US	3.41
2816	1402784031	Colleen Houck	2011	Tiger's Curse	eng	4.07
2817	441102670	Frank Herbert	1985	Chapterhouse: Dune	eng	3.89
2818	399252517	Jacqueline Woodson	2014	Brown Girl Dreaming	eng	4.11
2819	316081051	Mira Grant	2010	Feed	en-US	3.86
2820	142000205	Gwyn Hyman Rubio	1998	Icy Sparks	eng	3.68
2821	553213180	L.M. Montgomery	1917	Rainbow Valley	eng	4.12
2822	345476166	Steve Berry	2006	The Templar Legacy	en-US	3.81
2823	449000656	Sue Grafton	1993	J is for Judgment (Kinsey Millhone #10)	eng	4.01
2824	1401340903	Katherine Howe	2009	The Physick Book of Deliverance Dane	en-US	3.7
2825	765310023	Steven Erikson	2000	Deadhouse Gates	eng	4.25
2826	1743342373	Kylie Scott	2013	Lick	eng	4.15
2827	312997132	Jeffrey Archer	1976	Not a Penny More, Not a Penny Less		4
2828	575082453	Joe Abercrombie	2009	Best Served Cold	eng	4.16
2829	62309668	Emma Healey	2014	Elizabeth Is Missing	eng	3.7
2830	1416505016	Vince Flynn	2005	Consent to Kill	en-US	4.36
2831	679444327	Isabel Wilkerson	2010	The Warmth of Other Suns: The Epic Story of America's Great Migration 	eng	4.31
2832	316399620	Claire North	2014	The First Fifteen Lives of Harry August	eng	4.04
2833	62206281	Carlos Ruiz Zafón	2011	El prisionero del cielo		3.96
2834	345476093	Barbara W. Tuchman, Robert K. Massie	1962	The Guns of August	eng	4.18
2835	671047345	Vince Flynn	2001	Separation of Power	en-US	4.32
2836	439829100	John Marsden	1993	Tomorrow, When the War Began	en-US	4.05
2837	1599951495	Robert M. Edsel, Bret Witter	2009	Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History 	en-US	3.75
2838	374346674	Ava Dellaira	2014	Love Letters to the Dead	eng	3.82
2839		Helen Bryan	2007	War Brides	en-CA	3.75
2840	1101947136	Yaa Gyasi	2016	Homegoing	eng	4.41
2841	393068471	Mary Roach	2010	Packing for Mars: The Curious Science of Life in the Void 	en-US	3.93
2842	446195502	David Baldacci	2008	Divine Justice	en-US	4.17
2843	785132619	Mark Millar, John Romita Jr., Rob Liefeld	2010	Kick-Ass	eng	4.04
2844	1401908977	Immaculée Ilibagiza, Steve Erwin	2006	Left to Tell: Discovering God Amidst the Rwandan Holocaust	eng	4.43
2845	61449121	Michael  Grant	2011	Plague	en-US	4.18
2846	321107217	Charles Dickens	1854	Hard Times: For These Times	eng	3.5
2847	2877068161	Joël Dicker	2011	La Vérité sur l'affaire Harry Quebert	fre	3.94
2848	316176532	Kate Atkinson	2015	A God in Ruins	eng	3.92
2849	052595158X	Harlan Coben	2010	Caught		3.98
2850	373802498	Maria V. Snyder	2006	Magic Study	eng	4.06
2851	1931514925	CLAMP, Shirley Kubo	2001	ちょびっツ #1	eng	4.05
2852	156931778X	Koushun Takami, Yuji Oniki	1999	バトル・ロワイアル	eng	4.24
2853	553807218	Sarah Addison Allen	2010	The Girl Who Chased the Moon	en-US	3.97
2854	1842323008	Nevil Shute	1950	A Town Like Alice	eng	4.12
2855	039916927X	Sophia Amoruso	2014		eng	3.71
2856	778325318	Diane Chamberlain	2006	The Secret Life Of CeeCee Wilkes	eng	4.09
2857	445406518	Elizabeth Peters	1975	Crocodile on the Sandbank	en-US	4.02
2858	425230074	Nora Roberts	2009	Bed of Roses	eng	4.11
2859	425147584	Tom Clancy	1994	Debt of Honor	en-US	4.03
2860	156904365	C.S. Lewis	1956	Till We Have Faces	en-US	4.19
2861	142406120	Anthony Horowitz	2001	Point Blanc	en-US	4.1
2862	425181111	Dean Koontz	1986	Strangers		3.98
2863	451209338	Daniel Silva	2000	The Kill Artist	eng	4
2864	1844280594	Mo Willems	2004	Knuffle Bunny:  A Cautionary Tale	eng	4.26
2865	747541604	Edward Gorey	1963	The Gashlycrumb Tinies	eng	4.23
2866	62067753	Terry Pratchett, Stephen Baxter	2012	The Long Earth	eng	3.74
2867	446691437	Steven Pressfield, Robert McKee	2002	The War of Art: Break Through the Blocks and Win Your Inner Creative Battles	en-US	4.07
2868		Abbi Glines	2004		eng	3.95
2869	679723056	Raymond Carver	1981	What We Talk About When We Talk About Love: Stories	eng	4.22
2870	670061107	Sarah Dessen	1996	That Summer	eng	3.49
2871	316187747	Michael J. Sullivan	2011	Theft of Swords	eng	4.21
2872	1250010691	Diane Chamberlain	2013	Necessary Lies	eng	4.21
2873	449208133	Larry Niven, Jerry Pournelle	1977	Lucifer's Hammer	en-US	3.98
2874	425205754	Nora Roberts	1996	Montana Sky	eng	4.07
2875	451530179	W. Somerset Maugham, Benjamin DeMott, Maeve Binchy	1915	Of Human Bondage	eng	4.11
2876	451471474	Gayle Forman	2015	I Was Here	eng	3.78
2877	525467262	A.A. Milne, Ernest H. Shepard	1961		en-US	4.49
2878	553584537	Lisa Gardner	2004		en-US	3.97
2879	395169615	Virginia Lee Burton	1938	Mike Mulligan and His Steam Shovel		4.2
2880	62278789	Veronica Roth	2013		en-US	4.32
2881	61161640	Terry Pratchett	2007	Making Money	en-US	4.23
2882	1423368991	Nora Roberts	2010	Happy Ever After	eng	4.17
2883	140230270	Jodi Picoult	1993	Harvesting the Heart	eng	3.59
2884	1423157516	Alexandra Bracken	2013	Never Fade	eng	4.33
2885	446407410	Vicki Myron, Bret Witter	2008	Dewey: The Small-Town Library Cat Who Touched the World	eng	3.85
2886	62104896	Soman Chainani	2013	The School for Good and Evil	eng	4
2887	60788380	Kim Harrison	2007	For a Few Demons More 	en-US	4.33
2888	670026328	Tana French	2014	The Secret Place	eng	3.83
2889	076536543X	Brandon Sanderson	2009	Mistborn Trilogy Boxed Set	en-US	4.55
2890	671024094	Jeffery Deaver	1998		en-US	4.16
2891	545060486	Gordon Korman	2010	The Emperor's Code	eng	4.04
2892	618164413	Margret Rey, H.A. Rey	1969	The Complete Adventures of Curious George		4.23
2893	316069418	Michael Connelly	2011	The Drop	eng	4.14
2894	189221301X	Naoko Takeuchi	1992	美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1]	eng	4.29
2895	62218360	Steven D. Levitt, Stephen J. Dubner	2014		eng	3.82
